Incident energy;
Incident energy;
Incident energy;?(E)
3275600.0;0.0
3280000.0;9.80755E-11
3290000.0;3.20974E-10
3291820.0;3.61542E-10
3291823.0;3.61609E-10
3300000.0;5.43873E-10
3307950.0;7.21078E-10
3307956.0;7.21211E-10
3308000.0;7.22192E-10
3310000.0;7.66772E-10
3320000.0;9.89671E-10
3330000.0;1.21257E-9
3340000.0;1.435468E-9
3350000.0;1.658367E-9
3360000.0;1.881266E-9
3370000.0;2.104165E-9
3380000.0;2.327064E-9
3390000.0;2.549962E-9
3400000.0;2.772861E-9
3403320.0;2.846864E-9
3410000.0;2.99576E-9
3420000.0;3.218659E-9
3429460.0;3.429521E-9
3429490.0;3.43019E-9
3429500.0;3.430413E-9
3430000.0;3.441558E-9
3440000.0;3.664456E-9
3441810.0;3.704801E-9
3441813.0;3.704868E-9
3450000.0;3.887355E-9
3460000.0;4.110254E-9
3470000.0;4.333153E-9
3480000.0;4.556052E-9
3490000.0;4.778951E-9
3500000.0;5.001849E-9
3510000.0;5.224748E-9
3520000.0;5.447647E-9
3530000.0;5.670546E-9
3540000.0;5.893445E-9
3550000.0;6.116343E-9
3560000.0;6.339242E-9
3570000.0;6.562141E-9
3580000.0;6.78504E-9
3582310.0;6.836529E-9
3590000.0;7.007939E-9
3600000.0;7.230837E-9
3610000.0;7.453736E-9
3620000.0;7.676635E-9
3630000.0;7.899534E-9
3640000.0;8.122433E-9
3650000.0;8.345332E-9
3660000.0;8.56823E-9
3670000.0;8.791129E-9
3680000.0;9.014028E-9
3690000.0;9.236927E-9
3692890.0;9.301345E-9
3692900.0;9.301567E-9
3700000.0;9.459826E-9
3710000.0;9.682724E-9
3710040.0;9.683616E-9
3720000.0;9.905623E-9
3730000.0;1.012852E-8
3740000.0;1.035142E-8
3750000.0;1.057432E-8
3760000.0;1.079722E-8
3770000.0;1.102012E-8
3777220.0;1.118105E-8
3777224.0;1.118114E-8
3780000.0;1.124302E-8
3789070.0;1.144519E-8
3790000.0;1.146591E-8
3800000.0;1.168881E-8
3810000.0;1.191171E-8
3817250.0;1.207331E-8
3820000.0;1.213461E-8
3830000.0;1.235751E-8
3840000.0;1.258041E-8
3850000.0;1.280331E-8
3860000.0;1.302621E-8
3862070.0;1.307235E-8
3862072.0;1.307239E-8
3870000.0;1.324911E-8
3880000.0;1.3472E-8
3882800.0;1.353442E-8
3890000.0;1.36949E-8
3900000.0;1.39178E-8
3910000.0;1.41407E-8
3920000.0;1.43636E-8
3930000.0;1.45865E-8
3933030.0;1.465404E-8
3933034.0;1.465413E-8
3933200.0;1.465783E-8
3933238.0;1.465867E-8
3933240.0;1.465872E-8
3940000.0;1.48094E-8
3950000.0;1.50323E-8
3960000.0;1.525519E-8
3970000.0;1.547809E-8
3980000.0;1.570099E-8
3990000.0;1.592389E-8
4000000.0;1.614679E-8
4100000.0;1.03972E-5
4156600.0;1.627288E-5
4200000.0;2.077826E-5
4300000.0;3.115931E-5
4400000.0;4.154037E-5
4500000.0;5.192142E-5
4600000.0;6.230248E-5
4679400.0;7.054504E-5
4700000.0;7.268353E-5
4800000.0;8.306459E-5
4900000.0;9.344564E-5
5000000.0;1.038267E-4
5100000.0;3.009207E-4
5200000.0;4.980148E-4
5300000.0;6.951088E-4
5400000.0;8.922028E-4
5500000.0;0.001089297
5600000.0;0.001286391
5700000.0;0.001483485
5800000.0;0.001680579
5900000.0;0.001877673
6000000.0;0.002074767
6500000.0;0.005202659
7000000.0;0.00833055
7500000.0;0.01268923
8000000.0;0.01704791
8500000.0;0.02184463
9000000.0;0.02664134
9415300.0;0.0303406
9500000.0;0.03109506
9645590.0;0.03239189
1.0E7;0.03554877
1.05E7;0.0393377
1.1E7;0.04312662
1.15E7;0.04632605
1.16866E7;0.04752007
1.18726E7;0.04871026
1.187273E7;0.04871109
1.2E7;0.04952547
1.24644E7;0.05131191
1.25E7;0.05144886
1.3E7;0.05337225
1.35E7;0.05618188
1.38921E7;0.05838519
1.4E7;0.05899151
1.45E7;0.06037906
1.5E7;0.06176661
1.55E7;0.06086573
1.6E7;0.05996485
1.65E7;0.05777827
1.7E7;0.05559168
1.75E7;0.0532708
1.8E7;0.05094991
1.85E7;0.04841557
1.9E7;0.04588123
1.95E7;0.04379072
2.0E7;0.0417002
