Incident energy;
Incident energy;
Incident energy;?(E)
699881.2;0.0
700000.0;5.90485E-10
700132.1;7.596809E-9
700264.1;1.51878E-8
700396.2;2.278454E-8
700528.2;3.03757E-8
700660.3;3.797443E-8
700792.3;4.556757E-8
701056.3;6.075582E-8
701320.4;7.599642E-8
701584.4;9.123322E-8
701848.5;1.064758E-7
702112.5;1.217155E-7
702640.7;1.523498E-7
702904.8;1.676685E-7
703168.8;1.829813E-7
703471.2;2.005214E-7
703773.5;2.180557E-7
703924.7;2.268258E-7
704075.9;2.355959E-7
704151.5;2.399809E-7
704227.1;2.443612E-7
704264.9;2.465414E-7
704302.7;2.487183E-7
704340.5;2.508949E-7
704378.2;2.530658E-7
704409.4;2.548624E-7
704440.5;2.566532E-7
704471.6;2.58444E-7
704502.7;2.602348E-7
704533.8;2.620257E-7
704549.4;2.629239E-7
704564.9;2.638165E-7
704580.5;2.647148E-7
704596.0;2.656073E-7
704611.6;2.665056E-7
704627.1;2.673981E-7
704636.7;2.679509E-7
704646.3;2.685037E-7
704655.9;2.690565E-7
704665.4;2.696035E-7
704673.8;2.700872E-7
704682.2;2.705709E-7
704690.6;2.710546E-7
704698.9;2.715325E-7
704707.3;2.720162E-7
704715.7;2.724999E-7
704719.9;2.727417E-7
704724.1;2.729836E-7
704728.3;2.732254E-7
704732.4;2.734615E-7
704736.0;2.736688E-7
704739.6;2.738761E-7
704743.2;2.740834E-7
704746.8;2.742907E-7
704749.2;2.744289E-7
704751.6;2.745671E-7
704754.0;2.747053E-7
704756.4;2.748435E-7
704758.8;2.749817E-7
704761.2;2.751199E-7
704763.6;2.752581E-7
704766.0;2.753963E-7
704768.4;2.755345E-7
704770.8;2.756727E-7
704773.2;2.758109E-7
704775.6;2.759491E-7
704778.0;2.760873E-7
704780.4;2.762255E-7
704782.8;2.763637E-7
704785.1;2.764962E-7
704788.4;2.766862E-7
704791.7;2.768762E-7
704795.0;2.770662E-7
704798.3;2.772563E-7
704801.6;2.774463E-7
704804.9;2.776363E-7
704811.4;2.780106E-7
704819.2;2.784597E-7
704826.9;2.789031E-7
704832.3;2.792141E-7
704837.6;2.795193E-7
704843.2;2.798417E-7
704844.0;2.798878E-7
704846.7;2.800433E-7
704849.3;2.80193E-7
704854.5;2.804924E-7
704859.9;2.808033E-7
704865.2;2.811085E-7
704874.3;2.816325E-7
704878.8;2.818917E-7
704883.3;2.821508E-7
704887.9;2.824156E-7
704892.4;2.826748E-7
704894.7;2.828072E-7
704897.0;2.829396E-7
704899.3;2.830721E-7
704901.5;2.831988E-7
704903.8;2.833312E-7
704906.1;2.834636E-7
704908.4;2.835961E-7
704910.6;2.837228E-7
704912.9;2.838552E-7
704915.1;2.839819E-7
704917.4;2.841143E-7
704919.6;2.84241E-7
704921.8;2.843677E-7
704924.0;2.844944E-7
704926.2;2.84621E-7
704928.3;2.84742E-7
704930.5;2.848686E-7
704932.7;2.849953E-7
704934.9;2.85122E-7
704937.0;2.852429E-7
704941.4;2.854963E-7
704945.7;2.857439E-7
704950.0;2.859915E-7
704954.3;2.862391E-7
704958.7;2.864925E-7
704963.0;2.867401E-7
704967.3;2.869877E-7
704971.6;2.872353E-7
704980.3;2.877363E-7
704988.9;2.882315E-7
704998.4;2.887785E-7
705007.9;2.893256E-7
705017.4;2.898726E-7
705026.9;2.904197E-7
705036.4;2.909667E-7
705045.9;2.915138E-7
705055.4;2.920608E-7
705064.8;2.926021E-7
705083.8;2.936961E-7
705102.8;2.947902E-7
705121.8;2.958843E-7
705140.7;2.969726E-7
705165.5;2.984006E-7
705190.2;2.998229E-7
705215.0;3.012509E-7
705239.7;3.026732E-7
705264.5;3.041013E-7
705289.2;3.055236E-7
705338.6;3.083681E-7
705388.1;3.112185E-7
705437.6;3.140689E-7
705487.1;3.169192E-7
705536.5;3.197638E-7
705589.3;3.228041E-7
705595.9;3.231842E-7
705602.5;3.235642E-7
705609.1;3.239443E-7
705612.4;3.241343E-7
705615.7;3.243243E-7
705619.0;3.245143E-7
705622.3;3.247043E-7
705625.6;3.248944E-7
705628.9;3.250844E-7
705632.2;3.252744E-7
705635.5;3.254644E-7
705638.8;3.256545E-7
705642.1;3.258445E-7
705644.8;3.26E-7
705647.5;3.261554E-7
705650.2;3.263109E-7
705652.9;3.264664E-7
705655.6;3.266218E-7
705658.3;3.267773E-7
705663.6;3.270825E-7
705674.3;3.276986E-7
705679.7;3.280096E-7
705685.0;3.283148E-7
705687.9;3.284818E-7
705690.8;3.286488E-7
705692.9;3.287697E-7
705694.0;3.28833E-7
705694.5;3.288618E-7
705694.6;3.288676E-7
705694.7;3.288733E-7
705694.9;3.288849E-7
705695.0;3.288906E-7
705695.1;3.288964E-7
705695.4;3.289136E-7
705695.8;3.289367E-7
705696.3;3.289655E-7
705697.4;3.290288E-7
705699.5;3.291497E-7
705704.0;3.294089E-7
705709.5;3.297256E-7
